IMG 000: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7416: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7417: This is number 8 | confidence 73% | expected 8 | CORRECT
IMG 7418: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7419: This is number 7 | confidence 89% | expected 7 | CORRECT
IMG 7420: This is number 2 | confidence 89% | expected 2 | CORRECT
IMG 7421: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7422: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7423: This is number 4 | confidence 90% | expected 4 | CORRECT
IMG 7424: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7425: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 7426: This is number 9 | confidence 83% | expected 9 | CORRECT
IMG 7427: This is number 6 | confidence 91% | expected 6 | CORRECT
IMG 7428: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7429: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7430: This is number 5 | confidence 89% | expected 5 | CORRECT
IMG 7431: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 7432: NOT A NUMBER | confidence 14% | expected 7 | TRASH
IMG 7433: This is number 8 | confidence 89% | expected 8 | CORRECT
IMG 7434: This is number 8 | confidence 75% | expected 4 | INCORRECT
IMG 7435: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 7436: This is number 3 | confidence 90% | expected 3 | CORRECT
IMG 7437: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 7438: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 7439: This is number 7 | confidence 89% | expected 7 | CORRECT
IMG 7440: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7441: This is number 6 | confidence 89% | expected 6 | CORRECT
IMG 7442: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7443: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 7444: This is number 8 | confidence 83% | expected 8 | CORRECT
IMG 7445: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 7446: This is number 0 | confidence 90% | expected 0 | CORRECT
IMG 7447: This is number 1 | confidence 93% | expected 1 | CORRECT
IMG 7448: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 7449: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7450: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 7451: This is number 5 | confidence 88% | expected 5 | CORRECT
IMG 7452: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7453: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7454: This is number 5 | confidence 90% | expected 5 | CORRECT
IMG 7455: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7456: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7457: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7458: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7459: NOT A NUMBER | confidence 31% | expected 9 | TRASH
IMG 7460: This is number 7 | confidence 90% | expected 7 | CORRECT
IMG 7461: This is number 6 | confidence 85% | expected 6 | CORRECT
IMG 7462: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 7463: This is number 1 | confidence 93% | expected 1 | CORRECT
IMG 7464: This is number 9 | confidence 90% | expected 9 | CORRECT
IMG 7465: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7466: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7467: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7468: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7469: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7470: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7471: This is number 9 | confidence 87% | expected 9 | CORRECT
IMG 7472: This is number 2 | confidence 91% | expected 2 | CORRECT
IMG 7473: This is number 4 | confidence 84% | expected 4 | CORRECT
IMG 7474: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7475: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7476: This is number 3 | confidence 85% | expected 3 | CORRECT
IMG 7477: This is number 7 | confidence 89% | expected 7 | CORRECT
IMG 7478: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 7479: This is number 3 | confidence 86% | expected 3 | CORRECT
IMG 7480: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7481: This is number 8 | confidence 83% | expected 8 | CORRECT
IMG 7482: This is number 2 | confidence 86% | expected 2 | CORRECT
IMG 7483: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 7484: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 7485: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7486: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 7487: This is number 9 | confidence 85% | expected 9 | CORRECT
IMG 7488: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7489: This is number 9 | confidence 91% | expected 9 | CORRECT
IMG 7490: This is number 7 | confidence 87% | expected 7 | CORRECT
IMG 7491: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7492: This is number 2 | confidence 80% | expected 2 | CORRECT
IMG 7493: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 7494: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 7495: This is number 9 | confidence 91% | expected 9 | CORRECT
IMG 7496: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 7497: This is number 2 | confidence 91% | expected 2 | CORRECT
IMG 7498: This is number 5 | confidence 90% | expected 5 | CORRECT
IMG 7499: This is number 9 | confidence 90% | expected 9 | CORRECT
IMG 7500: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7501: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7502: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7503: This is number 6 | confidence 91% | expected 6 | CORRECT
IMG 7504: This is number 7 | confidence 89% | expected 7 | CORRECT
IMG 7505: This is number 0 | confidence 77% | expected 0 | CORRECT
IMG 7506: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7507: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7508: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7509: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7510: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 7511: This is number 5 | confidence 54% | expected 5 | CORRECT
IMG 7512: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7513: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7514: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7515: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7516: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7517: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7518: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7519: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7520: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 7521: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7522: This is number 6 | confidence 90% | expected 6 | CORRECT
IMG 7523: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7524: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 7525: This is number 9 | confidence 90% | expected 9 | CORRECT
IMG 7526: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7527: This is number 1 | confidence 93% | expected 1 | CORRECT
IMG 7528: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7529: This is number 3 | confidence 88% | expected 3 | CORRECT
IMG 7530: This is number 4 | confidence 88% | expected 4 | CORRECT
IMG 7531: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7532: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 7533: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7534: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 7535: This is number 9 | confidence 89% | expected 9 | CORRECT
IMG 7536: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7537: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7538: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7539: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 7540: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7541: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 7542: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 7543: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7544: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7545: This is number 8 | confidence 92% | expected 8 | CORRECT
IMG 7546: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7547: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7548: This is number 6 | confidence 92% | expected 6 | CORRECT
IMG 7549: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7550: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 7551: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 7552: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 7553: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 7554: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7555: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7556: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7557: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7558: This is number 0 | confidence 91% | expected 0 | CORRECT
IMG 7559: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7560: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 7561: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7562: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7563: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7564: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7565: This is number 7 | confidence 62% | expected 7 | CORRECT
IMG 7566: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7567: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7568: This is number 3 | confidence 87% | expected 3 | CORRECT
IMG 7569: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 7570: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7571: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 7572: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 7573: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7574: This is number 4 | confidence 92% | expected 4 | CORRECT
IMG 7575: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7576: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7577: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7578: This is number 5 | confidence 89% | expected 5 | CORRECT
IMG 7579: This is number 9 | confidence 67% | expected 9 | CORRECT
IMG 7580: NOT A NUMBER | confidence 26% | expected 9 | TRASH
IMG 7581: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7582: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7583: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7584: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 7585: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7586: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7587: This is number 2 | confidence 91% | expected 2 | CORRECT
IMG 7588: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7589: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 7590: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7591: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7592: This is number 9 | confidence 90% | expected 9 | CORRECT
IMG 7593: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7594: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7595: NOT A NUMBER | confidence 21% | expected 3 | TRASH
IMG 7596: This is number 6 | confidence 94% | expected 6 | CORRECT
IMG 7597: This is number 8 | confidence 91% | expected 8 | CORRECT
IMG 7598: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7599: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7600: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7601: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7602: This is number 5 | confidence 90% | expected 5 | CORRECT
IMG 7603: This is number 8 | confidence 93% | expected 8 | CORRECT
IMG 7604: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7605: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7606: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7607: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7608: This is number 1 | confidence 92% | expected 1 | CORRECT
IMG 7609: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7610: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 7611: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7612: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7613: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 7614: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7615: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7616: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7617: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7618: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7619: This is number 2 | confidence 87% | expected 2 | CORRECT
IMG 7620: This is number 3 | confidence 91% | expected 3 | CORRECT
IMG 7621: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7622: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7623: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7624: This is number 9 | confidence 93% | expected 9 | CORRECT
IMG 7625: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7626: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7627: This is number 2 | confidence 92% | expected 2 | CORRECT
IMG 7628: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 7629: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7630: This is number 5 | confidence 93% | expected 5 | CORRECT
IMG 7631: This is number 6 | confidence 93% | expected 6 | CORRECT
IMG 7632: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7633: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7634: This is number 9 | confidence 89% | expected 9 | CORRECT
IMG 7635: This is number 2 | confidence 93% | expected 2 | CORRECT
IMG 7636: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7637: This is number 2 | confidence 87% | expected 2 | CORRECT
IMG 7638: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7639: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 7640: This is number 9 | confidence 92% | expected 9 | CORRECT
IMG 7641: This is number 9 | confidence 80% | expected 9 | CORRECT
IMG 7642: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7643: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 7644: This is number 3 | confidence 93% | expected 3 | CORRECT
IMG 7645: This is number 7 | confidence 95% | expected 7 | CORRECT
IMG 7646: This is number 0 | confidence 93% | expected 0 | CORRECT
IMG 7647: This is number 7 | confidence 94% | expected 7 | CORRECT
IMG 7648: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7649: This is number 5 | confidence 91% | expected 5 | CORRECT
IMG 7650: This is number 7 | confidence 92% | expected 7 | CORRECT
IMG 7651: This is number 9 | confidence 81% | expected 9 | CORRECT
IMG 7652: This is number 9 | confidence 88% | expected 9 | CORRECT
IMG 7653: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7654: This is number 7 | confidence 93% | expected 7 | CORRECT
IMG 7655: This is number 0 | confidence 92% | expected 0 | CORRECT
IMG 7656: This is number 3 | confidence 92% | expected 3 | CORRECT
IMG 7657: This is number 4 | confidence 93% | expected 4 | CORRECT
IMG 7658: This is number 1 | confidence 94% | expected 1 | CORRECT
IMG 7659: This is number 5 | confidence 92% | expected 5 | CORRECT
IMG 7660: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7661: This is number 1 | confidence 93% | expected 1 | CORRECT
IMG 7662: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7663: This is number 8 | confidence 94% | expected 8 | CORRECT
IMG 7664: This is number 4 | confidence 94% | expected 4 | CORRECT
IMG 7665: This is number 1 | confidence 94% | expected 1 | CORRECT
